datetime,season,temp,atemp,humidity,windspeed
2011/6/19 22:00,2,27.06,30.305,78,15.0013
2011/6/19 23:00,2,27.06,30.305,78,12.998
2011/7/1 0:00,3,27.06,31.06,50,0
2011/7/1 1:00,3,27.06,31.06,50,0
2011/7/1 2:00,3,25.42,30.305,69,0
2011/7/1 3:00,3,26.24,31.06,53,0
2011/7/1 4:00,3,25.42,31.06,57,0
2011/7/1 5:00,3,24.6,30.305,64,8.9981
2011/7/1 6:00,3,25.42,30.305,61,8.9981
2011/7/1 7:00,3,27.06,31.06,54,7.0015
2011/7/1 8:00,3,28.7,31.82,42,11.0014
2011/7/1 9:00,3,30.34,32.575,35,11.0014
2011/7/1 10:00,3,31.16,33.335,33,11.0014
2011/7/1 11:00,3,32.8,34.85,26,0
2011/7/1 12:00,3,32.8,34.85,26,0
2011/7/1 13:00,3,32.8,34.09,24,0
2011/7/1 14:00,3,33.62,34.85,23,12.998
2011/7/1 15:00,3,33.62,34.85,21,16.9979
2011/7/1 16:00,3,33.62,34.85,17,0
2011/7/1 17:00,3,33.62,34.85,21,12.998
2011/7/1 18:00,3,32.8,34.09,24,16.9979
2011/7/1 19:00,3,31.98,33.335,25,12.998
2011/7/1 20:00,3,29.52,32.575,42,15.0013
2011/7/1 21:00,3,28.7,31.82,45,12.998
2011/7/1 22:00,3,28.7,31.82,42,0
2011/7/1 23:00,3,27.88,31.82,47,6.0032
2011/7/2 0:00,3,27.88,31.82,47,6.0032
2011/7/2 1:00,3,27.06,31.06,54,0
2011/7/2 2:00,3,26.24,31.06,53,0
2011/7/2 3:00,3,26.24,31.06,53,0
2011/7/2 4:00,3,25.42,30.305,61,0
2011/7/2 5:00,3,23.78,27.275,73,7.0015
2011/7/2 6:00,3,25.42,30.305,69,7.0015
2011/7/2 7:00,3,26.24,30.305,65,0
2011/7/2 8:00,3,27.88,31.82,57,0
2011/7/2 9:00,3,30.34,33.335,51,6.0032
2011/7/2 10:00,3,32.8,35.605,36,0
2011/7/2 11:00,3,32.8,35.605,36,6.0032
2011/7/2 12:00,3,33.62,35.605,30,8.9981
2011/7/2 13:00,3,33.62,35.605,30,7.0015
2011/7/2 14:00,3,34.44,35.605,20,0
2011/7/2 15:00,3,35.26,36.365,19,11.0014
2011/7/2 16:00,3,36.08,37.12,22,15.0013
2011/7/2 17:00,3,34.44,36.365,30,15.0013
2011/7/2 18:00,3,33.62,35.605,30,19.0012
2011/7/2 19:00,3,32.8,34.85,33,15.0013
2011/7/2 20:00,3,31.16,34.09,45,19.0012
2011/7/2 21:00,3,30.34,33.335,48,12.998
2011/7/2 22:00,3,29.52,33.335,51,11.0014
2011/7/2 23:00,3,29.52,33.335,54,19.0012
2011/7/3 0:00,3,28.7,32.575,58,15.0013
2011/7/3 1:00,3,28.7,32.575,61,11.0014
2011/7/3 2:00,3,28.7,32.575,58,12.998
2011/7/3 3:00,3,27.88,31.82,65,6.0032
2011/7/3 4:00,3,27.88,31.82,65,6.0032
2011/7/3 5:00,3,25.42,28.79,83,12.998
2011/7/3 6:00,3,25.42,27.275,94,6.0032
2011/7/3 7:00,3,26.24,28.79,89,12.998
2011/7/3 8:00,3,27.88,31.82,79,15.0013
2011/7/3 9:00,3,28.7,33.335,74,16.9979
2011/7/3 10:00,3,30.34,34.85,66,11.0014
2011/7/3 11:00,3,31.16,35.605,62,7.0015
2011/7/3 12:00,3,32.8,37.88,55,7.0015
2011/7/3 13:00,3,32.8,38.635,59,15.0013
2011/7/3 14:00,3,33.62,39.395,56,16.9979
2011/7/3 15:00,3,34.44,40.15,53,19.9995
2011/7/3 16:00,3,34.44,40.15,53,19.9995
2011/7/3 17:00,3,32.8,37.12,49,56.9969
2011/7/3 18:00,3,32.8,37.12,49,56.9969
2011/7/3 19:00,3,27.06,30.305,83,12.998
2011/7/3 20:00,3,27.06,30.305,83,0
2011/7/3 21:00,3,27.06,30.305,83,11.0014
2011/7/3 22:00,3,27.06,30.305,78,7.0015
2011/7/3 23:00,3,26.24,28.79,83,11.0014
2011/7/4 0:00,3,26.24,28.79,83,8.9981
2011/7/4 1:00,3,26.24,28.79,83,6.0032
2011/7/4 2:00,3,26.24,28.79,83,0
2011/7/4 3:00,3,26.24,29.545,78,0
2011/7/4 4:00,3,27.06,30.305,78,6.0032
2011/7/4 5:00,3,26.24,28.79,83,8.9981
2011/7/4 6:00,3,26.24,28.79,89,11.0014
2011/7/4 7:00,3,27.06,30.305,83,8.9981
2011/7/4 8:00,3,28.7,33.335,74,7.0015
2011/7/4 9:00,3,29.52,34.09,66,6.0032
2011/7/4 10:00,3,31.16,34.85,55,6.0032
2011/7/4 11:00,3,31.16,34.85,55,6.0032
2011/7/4 12:00,3,31.98,35.605,52,0
2011/7/4 13:00,3,31.98,35.605,49,0
2011/7/4 14:00,3,32.8,36.365,46,0
2011/7/4 15:00,3,33.62,37.12,43,6.0032
2011/7/4 16:00,3,33.62,37.12,41,0
2011/7/4 17:00,3,32.8,36.365,46,0
2011/7/4 18:00,3,32.8,36.365,46,8.9981
2011/7/4 19:00,3,31.98,35.605,49,11.0014
2011/7/4 20:00,3,31.16,34.85,55,7.0015
2011/7/4 21:00,3,30.34,34.09,62,7.0015
2011/7/4 22:00,3,30.34,34.09,62,8.9981
2011/7/4 23:00,3,29.52,34.09,70,7.0015
2011/7/5 0:00,3,28.7,32.575,65,11.0014
2011/7/5 1:00,3,28.7,32.575,65,7.0015
2011/7/5 2:00,3,27.06,31.06,74,6.0032
2011/7/5 3:00,3,27.06,31.06,74,15.0013
2011/7/5 4:00,3,27.06,31.06,69,11.0014
2011/7/5 5:00,3,27.06,31.06,69,0
2011/7/5 6:00,3,27.06,31.06,74,6.0032
2011/7/5 7:00,3,28.7,32.575,65,6.0032
2011/7/5 8:00,3,29.52,34.09,62,8.9981
2011/7/5 9:00,3,30.34,34.09,58,8.9981
2011/7/5 10:00,3,31.16,34.85,52,7.0015
2011/7/5 11:00,3,31.98,34.85,46,7.0015
2011/7/5 12:00,3,32.8,36.365,43,7.0015
2011/7/5 13:00,3,33.62,37.12,43,7.0015
2011/7/5 14:00,3,32.8,37.12,49,11.0014
2011/7/5 15:00,3,33.62,37.12,43,0
2011/7/5 16:00,3,33.62,37.88,46,7.0015
2011/7/5 17:00,3,33.62,37.88,46,7.0015
2011/7/5 18:00,3,32.8,37.88,55,11.0014
2011/7/5 19:00,3,32.8,38.635,59,8.9981
2011/7/5 20:00,3,31.16,36.365,66,7.0015
2011/7/5 21:00,3,31.98,37.12,62,16.9979
2011/7/5 22:00,3,31.16,36.365,66,15.0013
2011/7/5 23:00,3,30.34,34.85,66,11.0014
2011/7/6 0:00,3,29.52,34.85,74,12.998
2011/7/6 1:00,3,28.7,33.335,74,8.9981
2011/7/6 2:00,3,28.7,33.335,79,6.0032
2011/7/6 3:00,3,28.7,33.335,79,0
2011/7/6 4:00,3,27.88,31.82,83,6.0032
2011/7/6 5:00,3,27.88,31.82,83,6.0032
2011/7/6 6:00,3,28.7,33.335,79,6.0032
2011/7/6 7:00,3,29.52,34.85,79,0
2011/7/6 8:00,3,29.52,34.85,74,7.0015
2011/7/6 9:00,3,28.7,33.335,79,12.998
2011/7/6 10:00,3,28.7,33.335,79,6.0032
2011/7/6 11:00,3,29.52,34.85,74,0
2011/7/6 12:00,3,30.34,34.85,66,6.0032
2011/7/6 13:00,3,30.34,34.85,70,7.0015
2011/7/6 14:00,3,31.16,36.365,66,19.0012
2011/7/6 15:00,3,31.16,36.365,70,19.0012
2011/7/6 16:00,3,31.16,36.365,70,16.9979
2011/7/6 17:00,3,31.98,37.12,59,15.0013
2011/7/6 18:00,3,31.16,35.605,62,12.998
2011/7/6 19:00,3,30.34,34.85,70,15.0013
2011/7/6 20:00,3,29.52,34.85,74,16.9979
2011/7/6 21:00,3,28.7,33.335,79,12.998
2011/7/6 22:00,3,28.7,33.335,79,12.998
2011/7/6 23:00,3,27.88,31.82,83,15.0013
2011/7/7 0:00,3,27.06,29.545,89,8.9981
2011/7/7 1:00,3,27.06,29.545,89,12.998
2011/7/7 2:00,3,27.06,29.545,89,12.998
2011/7/7 3:00,3,26.24,28.03,94,7.0015
2011/7/7 4:00,3,26.24,28.79,89,7.0015
2011/7/7 5:00,3,26.24,28.79,89,7.0015
2011/7/7 6:00,3,26.24,28.79,89,8.9981
2011/7/7 7:00,3,27.06,29.545,89,7.0015
2011/7/7 8:00,3,28.7,33.335,79,12.998
2011/7/7 9:00,3,30.34,34.85,70,11.0014
2011/7/7 10:00,3,31.98,37.12,62,0
2011/7/7 11:00,3,33.62,38.635,52,8.9981
2011/7/7 12:00,3,34.44,38.635,41,0
2011/7/7 13:00,3,35.26,39.395,41,0
2011/7/7 14:00,3,35.26,39.395,41,16.9979
2011/7/7 15:00,3,35.26,39.395,41,16.9979
2011/7/7 16:00,3,35.26,38.635,39,15.0013
2011/7/7 17:00,3,35.26,37.88,36,16.9979
2011/7/7 18:00,3,34.44,37.88,44,19.9995
2011/7/7 19:00,3,33.62,38.635,52,19.0012
2011/7/7 20:00,3,31.16,35.605,58,23.9994
2011/7/7 21:00,3,30.34,34.09,62,11.0014
2011/7/7 22:00,3,30.34,34.09,62,11.0014
2011/7/7 23:00,3,29.52,34.09,66,0
2011/7/8 0:00,3,30.34,34.85,66,7.0015
2011/7/8 1:00,3,29.52,34.85,79,0
2011/7/8 2:00,3,28.7,33.335,74,11.0014
2011/7/8 3:00,3,27.88,31.82,79,7.0015
2011/7/8 4:00,3,28.7,33.335,79,16.9979
2011/7/8 5:00,3,27.88,31.82,79,16.9979
2011/7/8 6:00,3,28.7,33.335,74,7.0015
2011/7/8 7:00,3,28.7,33.335,79,12.998
2011/7/8 8:00,3,29.52,34.85,74,16.9979
2011/7/8 9:00,3,31.16,36.365,70,19.9995
2011/7/8 10:00,3,30.34,34.85,70,23.9994
2011/7/8 11:00,3,30.34,35.605,74,16.9979
2011/7/8 12:00,3,31.16,36.365,70,19.0012
2011/7/8 13:00,3,31.98,37.88,66,19.0012
2011/7/8 14:00,3,32.8,39.395,63,23.9994
2011/7/8 15:00,3,32.8,39.395,63,23.9994
2011/7/8 16:00,3,27.88,31.82,83,30.0026
2011/7/8 17:00,3,27.06,29.545,89,30.0026
2011/7/8 18:00,3,27.06,30.305,83,6.0032
2011/7/8 19:00,3,27.06,30.305,83,6.0032
2011/7/8 20:00,3,27.06,30.305,83,11.0014
2011/7/8 21:00,3,27.06,30.305,83,16.9979
2011/7/8 22:00,3,27.06,30.305,78,12.998
2011/7/8 23:00,3,27.06,30.305,78,6.0032
2011/7/9 0:00,3,27.06,30.305,83,8.9981
2011/7/9 1:00,3,26.24,28.79,89,7.0015
2011/7/9 2:00,3,26.24,28.79,89,11.0014
2011/7/9 3:00,3,26.24,28.79,89,8.9981
2011/7/9 4:00,3,26.24,28.79,83,15.0013
2011/7/9 5:00,3,25.42,28.03,88,11.0014
2011/7/9 6:00,3,26.24,28.79,83,12.998
2011/7/9 7:00,3,27.06,30.305,78,12.998
2011/7/9 8:00,3,28.7,32.575,70,16.9979
2011/7/9 9:00,3,30.34,34.09,58,19.0012
2011/7/9 10:00,3,31.16,34.85,52,11.0014
2011/7/9 11:00,3,31.98,34.85,46,19.9995
2011/7/9 12:00,3,32.8,36.365,46,16.9979
2011/7/9 13:00,3,33.62,37.12,41,15.0013
2011/7/9 14:00,3,34.44,37.12,36,8.9981
2011/7/9 15:00,3,34.44,36.365,34,6.0032
2011/7/9 16:00,3,33.62,36.365,38,0
2011/7/9 17:00,3,34.44,36.365,32,0
2011/7/9 18:00,3,33.62,36.365,36,7.0015
2011/7/9 19:00,3,31.16,34.85,55,11.0014
2011/7/9 20:00,3,31.16,35.605,58,15.0013
2011/7/9 21:00,3,30.34,34.09,58,11.0014
2011/7/9 22:00,3,29.52,34.09,62,11.0014
2011/7/9 23:00,3,29.52,33.335,58,12.998
2011/7/10 0:00,3,28.7,32.575,61,11.0014
2011/7/10 1:00,3,28.7,32.575,61,8.9981
2011/7/10 2:00,3,27.88,31.82,69,6.0032
2011/7/10 3:00,3,27.06,31.06,74,6.0032
2011/7/10 4:00,3,27.06,31.06,69,6.0032
2011/7/10 5:00,3,27.06,31.06,74,0
2011/7/10 6:00,3,26.24,29.545,78,6.0032
2011/7/10 7:00,3,28.7,32.575,70,6.0032
2011/7/10 8:00,3,29.52,34.09,66,0
2011/7/10 9:00,3,30.34,34.85,66,6.0032
2011/7/10 10:00,3,31.16,34.85,55,8.9981
2011/7/10 11:00,3,31.98,36.365,55,12.998
2011/7/10 12:00,3,33.62,37.88,46,19.0012
2011/7/10 13:00,3,32.8,36.365,46,19.9995
2011/7/10 14:00,3,33.62,37.12,41,22.0028
2011/7/10 15:00,3,34.44,37.12,39,19.0012
2011/7/10 16:00,3,34.44,37.88,41,19.0012
2011/7/10 17:00,3,34.44,37.12,36,15.0013
2011/7/10 18:00,3,33.62,37.12,43,19.0012
2011/7/10 19:00,3,32.8,37.12,49,22.0028
2011/7/10 20:00,3,31.16,34.85,55,12.998
2011/7/10 21:00,3,30.34,34.09,62,16.9979
2011/7/10 22:00,3,30.34,34.85,66,15.0013
2011/7/10 23:00,3,29.52,34.09,66,16.9979
2011/7/11 0:00,3,28.7,32.575,65,12.998
2011/7/11 1:00,3,28.7,32.575,61,19.0012
2011/7/11 2:00,3,28.7,32.575,61,15.0013
2011/7/11 3:00,3,27.88,31.82,65,11.0014
2011/7/11 4:00,3,27.06,31.06,74,15.0013
2011/7/11 5:00,3,27.06,31.06,74,8.9981
2011/7/11 6:00,3,27.88,31.82,74,12.998
2011/7/11 7:00,3,28.7,33.335,74,16.9979
2011/7/11 8:00,3,30.34,34.85,66,19.0012
2011/7/11 9:00,3,31.98,37.12,59,19.9995
2011/7/11 10:00,3,32.8,37.88,55,23.9994
2011/7/11 11:00,3,33.62,39.395,56,19.9995
2011/7/11 12:00,3,34.44,40.15,53,19.0012
2011/7/11 13:00,3,35.26,40.91,50,16.9979
2011/7/11 14:00,3,35.26,41.665,53,19.0012
2011/7/11 15:00,3,35.26,42.425,56,27.9993
2011/7/11 16:00,3,35.26,42.425,56,26.0027
2011/7/11 17:00,3,35.26,42.425,56,27.9993
2011/7/11 18:00,3,35.26,41.665,53,26.0027
2011/7/11 19:00,3,34.44,41.665,59,22.0028
2011/7/11 20:00,3,29.52,34.85,74,27.9993
2011/7/11 21:00,3,28.7,33.335,79,27.9993
2011/7/11 22:00,3,29.52,34.85,74,8.9981
2011/7/11 23:00,3,28.7,33.335,79,8.9981
2011/7/12 0:00,3,28.7,33.335,79,8.9981
2011/7/12 1:00,3,28.7,33.335,79,6.0032
2011/7/12 2:00,3,28.7,33.335,79,7.0015
2011/7/12 3:00,3,28.7,33.335,79,0
2011/7/12 4:00,3,28.7,33.335,79,11.0014
2011/7/12 5:00,3,28.7,33.335,79,6.0032
2011/7/12 6:00,3,30.34,34.09,58,15.0013
2011/7/12 7:00,3,31.16,34.85,55,12.998
2011/7/12 8:00,3,31.16,35.605,58,15.0013
2011/7/12 9:00,3,31.98,36.365,55,32.9975
2011/7/12 10:00,3,33.62,38.635,52,11.0014
2011/7/12 11:00,3,33.62,38.635,52,11.0014
2011/7/12 12:00,3,35.26,39.395,44,19.9995
2011/7/12 13:00,3,35.26,40.15,47,15.0013
2011/7/12 14:00,3,36.9,42.425,42,19.9995
2011/7/12 15:00,3,36.9,42.425,42,23.9994
2011/7/12 16:00,3,35.26,39.395,44,19.0012
2011/7/12 17:00,3,36.08,40.91,44,19.0012
2011/7/12 18:00,3,35.26,40.15,47,19.9995
2011/7/12 19:00,3,34.44,37.88,44,19.0012
2011/7/12 20:00,3,33.62,37.12,43,12.998
2011/7/12 21:00,3,33.62,37.12,43,7.0015
2011/7/12 22:00,3,32.8,36.365,46,8.9981
2011/7/12 23:00,3,31.98,35.605,52,0
2011/7/13 0:00,3,31.16,35.605,62,0
2011/7/13 1:00,3,31.16,34.85,55,0
2011/7/13 2:00,3,31.16,34.85,55,0
2011/7/13 3:00,3,30.34,34.09,58,12.998
2011/7/13 4:00,3,30.34,34.09,58,16.9979
2011/7/13 5:00,3,30.34,34.09,58,12.998
2011/7/13 6:00,3,30.34,34.09,58,11.0014
2011/7/13 7:00,3,31.16,34.85,55,16.9979
2011/7/13 8:00,3,32.8,37.12,49,16.9979
2011/7/13 9:00,3,33.62,37.12,41,12.998
2011/7/13 10:00,3,33.62,37.88,46,12.998
2011/7/13 11:00,3,34.44,37.12,39,11.0014
2011/7/13 12:00,3,34.44,37.88,41,19.0012
2011/7/13 13:00,3,33.62,37.88,46,8.9981
2011/7/13 14:00,3,33.62,37.88,46,8.9981
2011/7/13 15:00,3,26.24,28.03,94,8.9981
2011/7/13 16:00,3,27.06,29.545,89,0
2011/7/13 17:00,3,28.7,33.335,79,0
2011/7/13 18:00,3,29.52,34.85,79,8.9981
2011/7/13 19:00,3,28.7,33.335,79,7.0015
2011/7/13 20:00,3,28.7,33.335,84,11.0014
2011/7/13 21:00,3,28.7,33.335,79,7.0015
2011/7/13 22:00,3,27.88,31.82,83,12.998
2011/7/13 23:00,3,27.06,30.305,83,16.9979
2011/7/14 0:00,3,27.06,31.06,69,19.9995
2011/7/14 1:00,3,27.06,31.06,61,16.9979
2011/7/14 2:00,3,26.24,31.06,57,19.9995
2011/7/14 3:00,3,25.42,31.06,57,19.9995
2011/7/14 4:00,3,25.42,31.06,53,16.9979
2011/7/14 5:00,3,24.6,31.06,56,15.0013
2011/7/14 6:00,3,24.6,30.305,60,15.0013
2011/7/14 7:00,3,25.42,31.06,53,16.9979
2011/7/14 8:00,3,26.24,31.06,50,23.9994
2011/7/14 9:00,3,27.88,31.82,47,19.0012
2011/7/14 10:00,3,28.7,31.82,42,16.9979
2011/7/14 11:00,3,29.52,32.575,37,15.0013
2011/7/14 12:00,3,30.34,32.575,35,16.9979
2011/7/14 13:00,3,31.16,33.335,33,22.0028
2011/7/14 14:00,3,30.34,32.575,35,19.0012
2011/7/14 15:00,3,31.16,33.335,33,19.9995
2011/7/14 16:00,3,31.16,33.335,33,8.9981
2011/7/14 17:00,3,30.34,32.575,37,8.9981
2011/7/14 18:00,3,29.52,32.575,42,12.998
2011/7/14 19:00,3,29.52,32.575,39,15.0013
2011/7/14 20:00,3,28.7,31.82,42,15.0013
2011/7/14 21:00,3,27.06,31.06,50,8.9981
2011/7/14 22:00,3,26.24,31.06,57,6.0032
2011/7/14 23:00,3,26.24,30.305,65,16.9979
2011/7/15 0:00,3,25.42,29.545,73,15.0013
2011/7/15 1:00,3,25.42,29.545,73,12.998
2011/7/15 2:00,3,24.6,28.79,78,11.0014
2011/7/15 3:00,3,24.6,29.545,73,12.998
2011/7/15 4:00,3,24.6,29.545,73,11.0014
2011/7/15 5:00,3,24.6,29.545,73,8.9981
2011/7/15 6:00,3,24.6,29.545,73,7.0015
2011/7/15 7:00,3,26.24,30.305,65,7.0015
2011/7/15 8:00,3,26.24,30.305,65,16.9979
2011/7/15 9:00,3,27.88,31.82,54,12.998
2011/7/15 10:00,3,27.06,31.06,61,11.0014
2011/7/15 11:00,3,28.7,32.575,54,8.9981
2011/7/15 12:00,3,28.7,32.575,48,12.998
2011/7/15 13:00,3,28.7,32.575,54,12.998
2011/7/15 14:00,3,28.7,32.575,51,12.998
2011/7/15 15:00,3,29.52,32.575,45,11.0014
2011/7/15 16:00,3,29.52,33.335,51,12.998
2011/7/15 17:00,3,30.34,33.335,42,16.9979
2011/7/15 18:00,3,29.52,32.575,45,15.0013
2011/7/15 19:00,3,28.7,31.82,45,15.0013
2011/7/15 20:00,3,28.7,32.575,51,15.0013
2011/7/15 21:00,3,27.06,31.06,54,7.0015
2011/7/15 22:00,3,27.06,31.06,57,15.0013
2011/7/15 23:00,3,26.24,31.06,61,11.0014
2011/7/16 0:00,3,25.42,30.305,65,12.998
2011/7/16 1:00,3,24.6,29.545,69,7.0015
2011/7/16 2:00,3,24.6,29.545,73,8.9981
2011/7/16 3:00,3,24.6,28.79,78,8.9981
2011/7/16 4:00,3,24.6,29.545,73,6.0032
2011/7/16 5:00,3,23.78,27.275,78,6.0032
2011/7/16 6:00,3,24.6,28.79,78,11.0014
2011/7/16 7:00,3,25.42,29.545,73,8.9981
2011/7/16 8:00,3,27.06,31.06,65,11.0014
2011/7/16 9:00,3,28.7,32.575,54,15.0013
2011/7/16 10:00,3,29.52,33.335,54,12.998
2011/7/16 11:00,3,30.34,33.335,48,15.0013
2011/7/16 12:00,3,31.16,34.09,43,19.0012
2011/7/16 13:00,3,31.16,34.09,45,19.9995
2011/7/16 14:00,3,30.34,33.335,45,19.9995
2011/7/16 15:00,3,31.16,34.09,45,22.0028
2011/7/16 16:00,3,31.16,34.09,45,19.0012
2011/7/16 17:00,3,31.16,34.09,45,15.0013
2011/7/16 18:00,3,31.16,34.09,45,19.0012
2011/7/16 19:00,3,30.34,34.09,48,12.998
2011/7/16 20:00,3,29.52,33.335,51,15.0013
2011/7/16 21:00,3,28.7,32.575,58,15.0013
2011/7/16 22:00,3,28.7,32.575,65,19.0012
2011/7/16 23:00,3,27.88,31.82,61,15.0013
2011/7/17 0:00,3,27.06,31.06,65,15.0013
2011/7/17 1:00,3,26.24,30.305,69,12.998
2011/7/17 2:00,3,26.24,30.305,69,15.0013
2011/7/17 3:00,3,26.24,30.305,69,15.0013
2011/7/17 4:00,3,25.42,29.545,73,11.0014
2011/7/17 5:00,3,26.24,30.305,69,15.0013
2011/7/17 6:00,3,25.42,29.545,73,11.0014
2011/7/17 7:00,3,26.24,30.305,73,11.0014
2011/7/17 8:00,3,27.88,31.82,65,15.0013
2011/7/17 9:00,3,29.52,33.335,58,15.0013
2011/7/17 10:00,3,30.34,34.09,60,15.0013
2011/7/17 11:00,3,31.16,34.85,55,19.0012
2011/7/17 12:00,3,31.16,34.85,55,19.0012
2011/7/17 13:00,3,32.8,37.12,49,19.9995
2011/7/17 14:00,3,32.8,37.12,49,23.9994
2011/7/17 15:00,3,33.62,37.12,43,19.9995
2011/7/17 16:00,3,32.8,36.365,46,19.9995
2011/7/17 17:00,3,32.8,37.12,49,26.0027
2011/7/17 18:00,3,32.8,36.365,46,19.9995
2011/7/17 19:00,3,31.16,34.85,55,19.0012
2011/7/17 20:00,3,31.16,35.605,58,16.9979
2011/7/17 21:00,3,30.34,34.09,62,15.0013
2011/7/17 22:00,3,29.52,34.09,66,15.0013
2011/7/17 23:00,3,28.7,33.335,74,8.9981
2011/7/18 0:00,3,28.7,33.335,74,8.9981
2011/7/18 1:00,3,28.7,33.335,74,15.0013
2011/7/18 2:00,3,27.06,30.305,83,15.0013
2011/7/18 3:00,3,27.06,30.305,78,12.998
2011/7/18 4:00,3,26.24,29.545,78,11.0014
2011/7/18 5:00,3,26.24,29.545,78,7.0015
2011/7/18 6:00,3,26.24,28.79,83,7.0015
2011/7/18 7:00,3,27.88,31.82,74,15.0013
2011/7/18 8:00,3,28.7,32.575,70,12.998
2011/7/18 9:00,3,30.34,34.85,67,15.0013
2011/7/18 10:00,3,31.16,35.605,62,12.998
2011/7/18 11:00,3,32.8,37.88,55,6.0032
2011/7/18 12:00,3,32.8,38.635,59,12.998
2011/7/18 13:00,3,33.62,39.395,56,16.9979
2011/7/18 14:00,3,33.62,39.395,56,22.0028
2011/7/18 15:00,3,34.44,40.15,53,22.0028
2011/7/18 16:00,3,34.44,40.15,53,19.0012
2011/7/18 17:00,3,34.44,39.395,49,22.0028
2011/7/18 18:00,3,33.62,38.635,49,23.9994
2011/7/18 19:00,3,32.8,37.88,55,15.0013
2011/7/18 20:00,3,31.98,37.12,59,15.0013
2011/7/18 21:00,3,30.34,34.85,66,12.998
2011/7/18 22:00,3,31.16,36.365,66,15.0013
2011/7/18 23:00,3,30.34,34.85,66,11.0014
2011/7/19 0:00,3,30.34,34.85,66,7.0015
2011/7/19 1:00,3,30.34,34.85,66,8.9981
2011/7/19 2:00,3,29.52,34.09,70,11.0014
2011/7/19 3:00,3,29.52,34.09,70,11.0014
2011/7/19 4:00,3,29.52,34.09,70,8.9981
2011/7/19 5:00,3,28.7,33.335,74,7.0015
2011/7/19 6:00,3,29.52,34.85,74,7.0015
2011/7/19 7:00,3,30.34,34.85,70,11.0014
2011/7/19 8:00,3,31.16,36.365,70,11.0014
2011/7/19 9:00,3,32.8,39.395,63,8.9981
2011/7/19 10:00,3,33.62,39.395,56,11.0014
2011/7/19 11:00,3,33.62,40.15,59,0
2011/7/19 12:00,3,34.44,40.91,56,6.0032
2011/7/19 13:00,3,35.26,41.665,53,7.0015
2011/7/19 14:00,3,35.26,40.91,50,12.998
2011/7/19 15:00,3,36.08,40.91,44,12.998
2011/7/19 16:00,3,36.9,42.425,42,19.9995
2011/7/19 17:00,3,32.8,40.15,66,0
2011/7/19 18:00,3,32.8,40.15,66,8.9981
2011/7/19 19:00,3,31.16,37.12,75,12.998
2011/7/19 20:00,3,30.34,36.365,74,6.0032
2011/7/19 21:00,3,30.34,35.605,74,8.9981
2011/7/19 22:00,3,30.34,35.605,74,0
2011/7/19 23:00,3,29.52,34.85,79,11.0014
2011/8/1 0:00,3,29.52,34.09,70,15.0013
2011/8/1 1:00,3,29.52,34.85,74,12.998
2011/8/1 2:00,3,28.7,33.335,74,7.0015
2011/8/1 3:00,3,28.7,33.335,79,11.0014
2011/8/1 4:00,3,27.06,30.305,83,8.9981
2011/8/1 5:00,3,27.06,30.305,83,7.0015
2011/8/1 6:00,3,27.06,30.305,83,6.0032
2011/8/1 7:00,3,30.34,34.09,62,0
2011/8/1 8:00,3,32.8,36.365,43,12.998
2011/8/1 9:00,3,33.62,37.12,41,0
2011/8/1 10:00,3,35.26,37.88,36,11.0014
2011/8/1 11:00,3,36.08,38.635,32,11.0014
2011/8/1 12:00,3,36.9,40.15,33,16.9979
2011/8/1 13:00,3,36.9,40.15,31,19.9995
2011/8/1 14:00,3,37.72,40.91,29,12.998
2011/8/1 15:00,3,36.9,39.395,27,0
2011/8/1 16:00,3,36.9,39.395,27,0
2011/8/1 17:00,3,31.16,34.09,45,19.9995
2011/8/1 18:00,3,31.98,34.85,43,12.998
2011/8/1 19:00,3,30.34,33.335,51,15.0013
2011/8/1 20:00,3,29.52,34.09,62,15.0013
2011/8/1 21:00,3,28.7,32.575,70,16.9979
2011/8/1 22:00,3,28.7,32.575,70,6.0032
2011/8/1 23:00,3,27.88,31.82,74,12.998
2011/8/2 0:00,3,27.06,31.06,74,0
2011/8/2 1:00,3,27.06,31.06,74,7.0015
2011/8/2 2:00,3,27.88,31.82,69,0
2011/8/2 3:00,3,27.06,31.06,74,12.998
2011/8/2 4:00,3,27.06,31.06,74,7.0015
2011/8/2 5:00,3,27.06,31.06,74,8.9981
2011/8/2 6:00,3,27.88,31.82,69,7.0015
2011/8/2 7:00,3,29.52,33.335,61,19.0012
2011/8/2 8:00,3,30.34,34.09,58,19.0012
2011/8/2 9:00,3,31.98,34.85,46,19.9995
2011/8/2 10:00,3,33.62,36.365,36,19.9995
2011/8/2 11:00,3,34.44,36.365,32,27.9993
2011/8/2 12:00,3,35.26,37.12,30,19.0012
2011/8/2 13:00,3,35.26,37.12,30,15.0013
2011/8/2 14:00,3,36.9,38.635,25,19.0012
2011/8/2 15:00,3,36.9,38.635,25,19.0012
2011/8/2 16:00,3,36.9,38.635,25,19.0012
2011/8/2 17:00,3,36.9,39.395,27,8.9981
2011/8/2 18:00,3,35.26,37.88,34,12.998
2011/8/2 19:00,3,35.26,37.88,36,15.0013
2011/8/2 20:00,3,33.62,37.88,46,16.9979
2011/8/2 21:00,3,32.8,37.12,52,15.0013
2011/8/2 22:00,3,31.98,37.12,59,11.0014
2011/8/2 23:00,3,32.8,37.12,49,11.0014
2011/8/3 0:00,3,32.8,37.12,49,11.0014
